PROJECTION	ENST00000616787.508	PM
PROJECTION	ENST00000455864.22	I
PROJECTION	ENST00000355547.27	I
PROJECTION	ENST00000355083.19	I
PROJECTION	ENST00000536878.1146	L
PROJECTION	ENST00000393780.3	I
PROJECTION	ENST00000636752.50	I
PROJECTION	ENST00000615985.116475	PM
PROJECTION	ENST00000537881.32	I
PROJECTION	ENST00000376809.1268	UL
PROJECTION	ENST00000452451.17	I
PROJECTION	ENST00000298130.13	I
PROJECTION	ENST00000372989.4642	PM
PROJECTION	ENST00000296412.15	I
PROJECTION	ENST00000360442.48	I
PROJECTION	ENST00000522476.5	I
PROJECTION	ENST00000514800.11	I
PROJECTION	ENST00000449503.19	I
PROJECTION	ENST00000611156.10	L
PROJECTION	ENST00000269466.14	I
PROJECTION	ENST00000378142.2	I
PROJECTION	ENST00000217270.35	I
PROJECTION	ENST00000624978.17	M
PROJECTION	ENST00000334213.9292	I
PROJECTION	ENST00000451429.1	I
PROJECTION	ENST00000333385.142159	PM
PROJECTION	ENST00000289119.14	I
PROJECTION	ENST00000261489.56	I
PROJECTION	ENST00000375055.6	I
PROJECTION	ENST00000367097.6	I
PROJECTION	ENST00000216487.37	I
PROJECTION	ENST00000453396.10	I
PROJECTION	ENST00000439986.14	I
PROJECTION	ENST00000552024.22	I
PROJECTION	ENST00000641627.7994	I
PROJECTION	ENST00000381306.10	I
PROJECTION	ENST00000370113.1	I
PROJECTION	ENST00000378302.56	I
PROJECTION	ENST00000623806.9404	UL
PROJECTION	ENST00000313368.41	I
PROJECTION	ENST00000446936.189	I
PROJECTION	ENST00000256593.119969	PM
PROJECTION	ENST00000540372.13	I
PROJECTION	ENST00000368814.1	I
PROJECTION	ENST00000439211.954	I
PROJECTION	ENST00000337540.7	I
PROJECTION	ENST00000537097.4606	M
PROJECTION	ENST00000562641.167	I
PROJECTION	ENST00000216373.13	I
PROJECTION	ENST00000338051.41	I
PROJECTION	ENST00000650058.7048	L
PROJECTION	ENST00000455511.58	I
PROJECTION	ENST00000610952.26078	UL
PROJECTION	ENST00000383020.73771	PM
PROJECTION	ENST00000394975.43	I
PROJECTION	ENST00000618462.2299	L
PROJECTION	ENST00000396154.38101	M
PROJECTION	ENST00000399796.130	I
PROJECTION	ENST00000579158.24	I
PROJECTION	ENST00000464121.72	L
PROJECTION	ENST00000612958.33065	L
PROJECTION	ENST00000433753.19	I
PROJECTION	ENST00000256953.22	I
PROJECTION	ENST00000511154.48	I
PROJECTION	ENST00000617412.4	I
PROJECTION	ENST00000441885.24	I
PROJECTION	ENST00000240189.1	L
PROJECTION	ENST00000366937.29	I
PROJECTION	ENST00000415690.41	I
PROJECTION	ENST00000258187.23	I
PROJECTION	ENST00000558812.867	UL
PROJECTION	ENST00000318602.66717	L
PROJECTION	ENST00000339091.16	UL
PROJECTION	ENST00000265026.3	I
PROJECTION	ENST00000636147.43	I
PROJECTION	ENST00000675367.24	I
PROJECTION	ENST00000357443.1	I
PROJECTION	ENST00000216194.51	I
PROJECTION	ENST00000380107.17	I
PROJECTION	ENST00000362096.784	I
PROJECTION	ENST00000613727.110	I
PROJECTION	ENST00000344321.16	I
PROJECTION	ENST00000461742.29	I
PROJECTION	ENST00000511676.36	I
PROJECTION	ENST00000615550.25	I
PROJECTION	ENST00000238609.13	I
PROJECTION	ENST00000395422.129	I
PROJECTION	ENST00000248633.32	I
PROJECTION	ENST00000458629.19	I
PROJECTION	ENST00000240617.22	I
PROJECTION	ENST00000651570.43	I
PROJECTION	ENST00000437180.33	I
PROJECTION	ENST00000367339.27682	L
PROJECTION	ENST00000586005.43	I
PROJECTION	ENST00000357395.13	UL
PROJECTION	ENST00000400024.58	I
PROJECTION	ENST00000316509.24	I
PROJECTION	ENST00000274721.41	I
PROJECTION	ENST00000673233.31	I
PROJECTION	ENST00000672582.20	I
PROJECTION	ENST00000511633.46	I
PROJECTION	ENST00000379052.6	I
PROJECTION	ENST00000414851.1	I
PROJECTION	ENST00000518156.32	I
PROJECTION	ENST00000400569.54	UL
PROJECTION	ENST00000393815.46	I
PROJECTION	ENST00000426559.1	UL
PROJECTION	ENST00000521575.83	I
PROJECTION	ENST00000375459.9	I
PROJECTION	ENST00000316491.13232	M
PROJECTION	ENST00000452783.68	I
PROJECTION	ENST00000379567.65	I
PROJECTION	ENST00000371221.7	I
PROJECTION	ENST00000389645.17	I
PROJECTION	ENST00000343325.55761	L
PROJECTION	ENST00000638128.39	I
PROJECTION	ENST00000399599.43	I
PROJECTION	ENST00000534989.56001	PM
PROJECTION	ENST00000538145.24	I
PROJECTION	ENST00000617678.29688	L
PROJECTION	ENST00000234626.1	I
PROJECTION	ENST00000614015.1	L
PROJECTION	ENST00000646814.35	I
PROJECTION	ENST00000291539.33	UL
PROJECTION	ENST00000441698.96	I
PROJECTION	ENST00000439741.1	I
PROJECTION	ENST00000345530.18	I
PROJECTION	ENST00000347519.13	I
PROJECTION	ENST00000381903.79124	PM
PROJECTION	ENST00000537247.12	I
PROJECTION	ENST00000275191.26	I
PROJECTION	ENST00000558653.38	I
PROJECTION	ENST00000643776.25	I
PROJECTION	ENST00000370040.163910	PM
PROJECTION	ENST00000315396.48	I
PROJECTION	ENST00000341247.22	I
PROJECTION	ENST00000572515.48	I
PROJECTION	ENST00000524974.4517	L
PROJECTION	ENST00000378633.9439	PM
PROJECTION	ENST00000355231.86	I
PROJECTION	ENST00000231228.28	I
PROJECTION	ENST00000239231.28	I
PROJECTION	ENST00000394431.19	I
PROJECTION	ENST00000311601.28	I
PROJECTION	ENST00000316334.9	PI
PROJECTION	ENST00000503434.11	I
PROJECTION	ENST00000510706.15	I
PROJECTION	ENST00000456543.184705	PM
PROJECTION	ENST00000338564.38	I
PROJECTION	ENST00000611073.64	I
PROJECTION	ENST00000540461.13	L
PROJECTION	ENST00000273067.16	I
PROJECTION	ENST00000339570.67	I
PROJECTION	ENST00000286190.16	UL
PROJECTION	ENST00000005082.200203	PM
PROJECTION	ENST00000649747.57	I
PROJECTION	ENST00000319327.38	I
PROJECTION	ENST00000409751.21	I
PROJECTION	ENST00000399365.9	I
PROJECTION	ENST00000422781.19	UL
PROJECTION	ENST00000368322.36	I
PROJECTION	ENST00000296277.3	L
PROJECTION	ENST00000435235.8	I
PROJECTION	ENST00000640173.35729	I
PROJECTION	ENST00000381605.60724	PM
PROJECTION	ENST00000614108.61	I
PROJECTION	ENST00000368145.36	L
PROJECTION	ENST00000536047.19	I
PROJECTION	ENST00000674287.24	I
PROJECTION	ENST00000376861.6390	UL
PROJECTION	ENST00000263100.100	I
PROJECTION	ENST00000611428.175	I
PROJECTION	ENST00000587340.10173	I
PROJECTION	ENST00000372010.2	I
PROJECTION	ENST00000373064.10	I
PROJECTION	ENST00000322048.43	I
PROJECTION	ENST00000536878.57760	M
PROJECTION	ENST00000278193.17	I
PROJECTION	ENST00000614624.48	I
PROJECTION	ENST00000306084.54	I
PROJECTION	ENST00000646789.1	I
PROJECTION	ENST00000337190.11	I
PROJECTION	ENST00000504156.41	I
PROJECTION	ENST00000359362.5804	PM
PROJECTION	ENST00000380579.2	I
PROJECTION	ENST00000535407.17	L
PROJECTION	ENST00000411432.16	I
PROJECTION	ENST00000276689.5	I
PROJECTION	ENST00000399824.63	I
PROJECTION	ENST00000505839.11	I
PROJECTION	ENST00000602195.210	I
PROJECTION	ENST00000435777.5	I
PROJECTION	ENST00000291759.6568	L
PROJECTION	ENST00000239446.41	M
PROJECTION	ENST00000439537.129	UL
PROJECTION	ENST00000355035.24	I
PROJECTION	ENST00000369400.1	I
PROJECTION	ENST00000372325.5775	I
PROJECTION	ENST00000355282.42	I
PROJECTION	ENST00000444739.2639	UL
PROJECTION	ENST00000589334.24	I
PROJECTION	ENST00000554546.37	I
PROJECTION	ENST00000361413.83	I
PROJECTION	ENST00000377081.1	I
PROJECTION	ENST00000408930.27	UL
PROJECTION	ENST00000263285.36	UL
PROJECTION	ENST00000448456.167100	PM
PROJECTION	ENST00000611050.34	I
PROJECTION	ENST00000641027.32150	M
PROJECTION	ENST00000311371.28	I
PROJECTION	ENST00000579925.50	I
PROJECTION	ENST00000225603.50	I
PROJECTION	ENST00000551339.22	I
PROJECTION	ENST00000539397.29	I
PROJECTION	ENST00000331459.2181	I
PROJECTION	ENST00000393115.179047	PI
PROJECTION	ENST00000611279.6	I
PROJECTION	ENST00000308873.1	M
PROJECTION	ENST00000399992.25146	I
PROJECTION	ENST00000244751.25	I
PROJECTION	ENST00000648877.32	I
PROJECTION	ENST00000404022.2	I
PROJECTION	ENST00000425208.12	I
PROJECTION	ENST00000338702.2	UL
PROJECTION	ENST00000644989.1	I
PROJECTION	ENST00000398319.126	I
PROJECTION	ENST00000347557.63	I
PROJECTION	ENST00000309117.33	I
PROJECTION	ENST00000267843.38	I
PROJECTION	ENST00000368152.36	L
PROJECTION	ENST00000449317.2461	I
PROJECTION	ENST00000357089.1	I
PROJECTION	ENST00000398015.19	I
PROJECTION	ENST00000674537.36	I
PROJECTION	ENST00000559390.38	I
PROJECTION	ENST00000392365.16	I
PROJECTION	ENST00000428982.6	I
PROJECTION	ENST00000422281.19	I
PROJECTION	ENST00000463836.3	I
PROJECTION	ENST00000358438.201171	PM
PROJECTION	ENST00000357558.10	I
PROJECTION	ENST00000414097.5	I
PROJECTION	ENST00000284382.53	I
PROJECTION	ENST00000597510.83102	M
PROJECTION	ENST00000609966.123691	PG
PROJECTION	ENST00000266039.19	I
PROJECTION	ENST00000641110.15	I
PROJECTION	ENST00000442102.24	UL
PROJECTION	ENST00000641526.62	I
PROJECTION	ENST00000375231.40	I
PROJECTION	ENST00000458695.1	I
PROJECTION	ENST00000370783.2	I
PROJECTION	ENST00000406217.7	I
PROJECTION	ENST00000421491.15	I
PROJECTION	ENST00000608263.30	I
PROJECTION	ENST00000555835.118	I
PROJECTION	ENST00000301480.38465	L
PROJECTION	ENST00000346714.7	I
PROJECTION	ENST00000301599.24	I
PROJECTION	ENST00000637304.39	I
PROJECTION	ENST00000237853.4	I
PROJECTION	ENST00000580753.24	UL
PROJECTION	ENST00000407526.70	I
PROJECTION	ENST00000395829.51	I
PROJECTION	ENST00000360541.41	I
PROJECTION	ENST00000535729.106	I
PROJECTION	ENST00000265707.2184	I
PROJECTION	ENST00000478076.47	I
PROJECTION	ENST00000442528.62	I
PROJECTION	ENST00000200181.24	I
PROJECTION	ENST00000581193.54	I
PROJECTION	ENST00000409836.52	I
PROJECTION	ENST00000615704.13	UL
PROJECTION	ENST00000447676.2	UL
PROJECTION	ENST00000281830.16	UL
PROJECTION	ENST00000367114.116467	L
PROJECTION	ENST00000373074.1	I
PROJECTION	ENST00000407787.21	I
PROJECTION	ENST00000391860.18539	PM
PROJECTION	ENST00000389428.38	I
PROJECTION	ENST00000622669.3	I
PROJECTION	ENST00000522917.5	I
PROJECTION	ENST00000582556.24	I
PROJECTION	ENST00000646561.35	I
PROJECTION	ENST00000371007.1	I
PROJECTION	ENST00000310842.14307	PI
PROJECTION	ENST00000377350.17	I
PROJECTION	ENST00000425368.6	I
PROJECTION	ENST00000542198.31	I
PROJECTION	ENST00000300303.88	I
PROJECTION	ENST00000540744.29273	PM
PROJECTION	ENST00000355202.42151	PM
PROJECTION	ENST00000440685.36	I
PROJECTION	ENST00000252998.30	I
PROJECTION	ENST00000556670.1380	UL
PROJECTION	ENST00000406070.50595	PM
PROJECTION	ENST00000565308.23	L
PROJECTION	ENST00000659221.19	I
PROJECTION	ENST00000642128.62	L
PROJECTION	ENST00000295920.3	I
PROJECTION	ENST00000222002.48	L
PROJECTION	ENST00000284881.33	I
PROJECTION	ENST00000527733.17	I
PROJECTION	ENST00000673477.6061	UL
PROJECTION	ENST00000646806.12	I
PROJECTION	ENST00000402718.1236	I
PROJECTION	ENST00000644313.28	I
PROJECTION	ENST00000646969.63	I
PROJECTION	ENST00000320152.47	I
PROJECTION	ENST00000302851.207079	PM
PROJECTION	ENST00000650485.18	I
PROJECTION	ENST00000366669.38434	PM
PROJECTION	ENST00000617094.41	I
PROJECTION	ENST00000649983.15	UL
PROJECTION	ENST00000502986.23070	PM
PROJECTION	ENST00000615315.58	UL
PROJECTION	ENST00000314100.25	I
PROJECTION	ENST00000324103.13	I
PROJECTION	ENST00000381890.69	I
PROJECTION	ENST00000022615.42	I
PROJECTION	ENST00000361677.24	I
PROJECTION	ENST00000651566.209688	L
PROJECTION	ENST00000260733.7	I
PROJECTION	ENST00000298190.2	UL
PROJECTION	ENST00000315506.16	I
PROJECTION	ENST00000435893.37	I
PROJECTION	ENST00000328142.84	I
PROJECTION	ENST00000381311.83	I
PROJECTION	ENST00000369899.7	I
PROJECTION	ENST00000629203.10	I
PROJECTION	ENST00000359889.184916	PM
PROJECTION	ENST00000313244.61	I
PROJECTION	ENST00000289805.23	I
PROJECTION	ENST00000442682.8	I
PROJECTION	ENST00000258436.18	I
PROJECTION	ENST00000373131.2	PI
PROJECTION	ENST00000381623.19104	PM
PROJECTION	ENST00000318059.43	I
PROJECTION	ENST00000262752.2	I
PROJECTION	ENST00000589262.117972	M
PROJECTION	ENST00000619866.24	I
PROJECTION	ENST00000299413.17	I
PROJECTION	ENST00000523500.86	I
PROJECTION	ENST00000599852.832	I
PROJECTION	ENST00000253407.24	I
PROJECTION	ENST00000237889.16	I
PROJECTION	ENST00000646640.2	I
PROJECTION	ENST00000376371.40	I
PROJECTION	ENST00000349598.11	I
PROJECTION	ENST00000415638.43	I
PROJECTION	ENST00000543610.43	I
PROJECTION	ENST00000537541.5	I
PROJECTION	ENST00000375263.40	I
PROJECTION	ENST00000503641.50	I
PROJECTION	ENST00000391419.24	M
PROJECTION	ENST00000395091.7521	I
PROJECTION	ENST00000272322.21	I
PROJECTION	ENST00000383070.8535	I
PROJECTION	ENST00000339255.1	I
PROJECTION	ENST00000508204.11	I
PROJECTION	ENST00000547889.67583	PM
PROJECTION	ENST00000622527.13252	L
PROJECTION	ENST00000240132.86	I
PROJECTION	ENST00000640385.129	I
PROJECTION	ENST00000507918.175284	L
PROJECTION	ENST00000450295.69	I
PROJECTION	ENST00000381990.8	UL
PROJECTION	ENST00000380038.13	UL
PROJECTION	ENST00000256996.62	I
PROJECTION	ENST00000279477.35	I
PROJECTION	ENST00000252245.22	I
PROJECTION	ENST00000651950.10	I
PROJECTION	ENST00000273450.1512	L
PROJECTION	ENST00000304514.1596	PM
PROJECTION	ENST00000356818.10	I
PROJECTION	ENST00000374516.6	UL
PROJECTION	ENST00000619588.1	I
PROJECTION	ENST00000521288.19	I
PROJECTION	ENST00000279386.167	I
PROJECTION	ENST00000309384.32611	PI
PROJECTION	ENST00000195173.79	I
PROJECTION	ENST00000225174.7	I
PROJECTION	ENST00000298048.10	I
PROJECTION	ENST00000306823.60146	L
PROJECTION	ENST00000592437.48	UL
PROJECTION	ENST00000551742.43	I
PROJECTION	ENST00000532073.224612	L
PROJECTION	ENST00000330106.31	I
PROJECTION	ENST00000262584.1236	I
PROJECTION	ENST00000543988.17	I
PROJECTION	ENST00000361740.51	I
PROJECTION	ENST00000252785.51	I
PROJECTION	ENST00000452929.13	I
PROJECTION	ENST00000644807.44	I
PROJECTION	ENST00000375663.6	I
PROJECTION	ENST00000355123.18	UL
PROJECTION	ENST00000331849.43	I
PROJECTION	ENST00000367662.66	I
PROJECTION	ENST00000396948.6	L
PROJECTION	ENST00000360683.55	I
PROJECTION	ENST00000587848.7488	UL
PROJECTION	ENST00000240727.100	UL
PROJECTION	ENST00000378526.24	I
PROJECTION	ENST00000312838.251836	PM
PROJECTION	ENST00000645520.30	I
PROJECTION	ENST00000646673.30	I
PROJECTION	ENST00000221307.136588	PM
PROJECTION	ENST00000296257.3	I
PROJECTION	ENST00000616958.729	M
PROJECTION	ENST00000333010.41	I
PROJECTION	ENST00000338513.1	I
PROJECTION	ENST00000367194.3107	UL
PROJECTION	ENST00000577565.38	I
PROJECTION	ENST00000395856.18	I
PROJECTION	ENST00000241124.9	I
PROJECTION	ENST00000421834.25	I
PROJECTION	ENST00000606888.155	I
PROJECTION	ENST00000528324.23	I
PROJECTION	ENST00000423778.19	I
PROJECTION	ENST00000330636.6	I
PROJECTION	ENST00000314595.11	I
PROJECTION	ENST00000392634.13	I
PROJECTION	ENST00000244336.120769	L
PROJECTION	ENST00000457616.3	I
PROJECTION	ENST00000382768.14	I
PROJECTION	ENST00000544387.27	I
PROJECTION	ENST00000321356.14527	I
PROJECTION	ENST00000620911.19	I
PROJECTION	ENST00000405021.8	I
PROJECTION	ENST00000311956.62	I
PROJECTION	ENST00000379491.6	I
PROJECTION	ENST00000520430.5	I
PROJECTION	ENST00000593767.48	I
PROJECTION	ENST00000616020.2	L
PROJECTION	ENST00000262633.48	I
PROJECTION	ENST00000412866.2	PI
PROJECTION	ENST00000448587.61	M
PROJECTION	ENST00000380222.24738	I
PROJECTION	ENST00000334801.27	UL
PROJECTION	ENST00000366197.6172	PM
PROJECTION	ENST00000402753.51	I
PROJECTION	ENST00000524591.42	I
PROJECTION	ENST00000326151.3	I
PROJECTION	ENST00000367868.141	I
PROJECTION	ENST00000344550.40470	PI
PROJECTION	ENST00000381736.27626	PM
PROJECTION	ENST00000315872.18	I
PROJECTION	ENST00000668273.38	I
PROJECTION	ENST00000417564.33	I
PROJECTION	ENST00000382097.70168	L
PROJECTION	ENST00000577399.24	I
PROJECTION	ENST00000221922.48	UL
PROJECTION	ENST00000614830.28	I
PROJECTION	ENST00000352966.5	I
PROJECTION	ENST00000347831.58381	PM
PROJECTION	ENST00000377038.1	I
PROJECTION	ENST00000264276.16	I
PROJECTION	ENST00000620347.1	UL
PROJECTION	ENST00000566361.75	I
PROJECTION	ENST00000399147.58678	PM
PROJECTION	ENST00000333634.33	UL
PROJECTION	ENST00000325897.5	I
PROJECTION	ENST00000242770.61	I
PROJECTION	ENST00000265872.7	I
PROJECTION	ENST00000514101.215	I
PROJECTION	ENST00000620882.1	I
PROJECTION	ENST00000638448.3095	I
PROJECTION	ENST00000441178.7	L
PROJECTION	ENST00000334696.37	I
PROJECTION	ENST00000432949.80845	L
PROJECTION	ENST00000343035.27	I
PROJECTION	ENST00000409333.20	I
PROJECTION	ENST00000451013.138	L
PROJECTION	ENST00000215812.63	I
PROJECTION	ENST00000409193.52	I
PROJECTION	ENST00000431380.11	I
PROJECTION	ENST00000296870.41	I
PROJECTION	ENST00000324411.50029	PM
PROJECTION	ENST00000368719.36	I
PROJECTION	ENST00000297157.49988	PM
PROJECTION	ENST00000487599.7	I
PROJECTION	ENST00000329357.145	L
PROJECTION	ENST00000376062.30	I
PROJECTION	ENST00000464744.9	I
PROJECTION	ENST00000366788.36	I
PROJECTION	ENST00000340253.28	UL
PROJECTION	ENST00000645190.51	I
PROJECTION	ENST00000617678.45692	UL
PROJECTION	ENST00000366558.72	I
PROJECTION	ENST00000314099.6	M
PROJECTION	ENST00000615648.5	M
PROJECTION	ENST00000601345.1346	PI
PROJECTION	ENST00000543214.145189	L
PROJECTION	ENST00000407249.1	I
PROJECTION	ENST00000435016.78	I
PROJECTION	ENST00000538183.6	I
PROJECTION	ENST00000585548.61	UL
PROJECTION	ENST00000266775.12	I
PROJECTION	ENST00000201031.30	I
PROJECTION	ENST00000462347.1	L
PROJECTION	ENST00000433418.7	I
PROJECTION	ENST00000514987.11	I
PROJECTION	ENST00000612624.453	L
PROJECTION	ENST00000539197.49	I
PROJECTION	ENST00000309976.181220	PM
PROJECTION	ENST00000431922.12	I
PROJECTION	ENST00000327920.2308	L
PROJECTION	ENST00000289429.126293	PM
PROJECTION	ENST00000602533.2879	L
PROJECTION	ENST00000544626.155	I
PROJECTION	ENST00000651045.142671	PM
PROJECTION	ENST00000371126.2	L
PROJECTION	ENST00000397714.18	I
PROJECTION	ENST00000311008.246	I
PROJECTION	ENST00000294671.2483	I
PROJECTION	ENST00000617647.28	I
PROJECTION	ENST00000451531.127374	PM
PROJECTION	ENST00000215555.125	I
PROJECTION	ENST00000394128.24	I
PROJECTION	ENST00000652304.22	I
PROJECTION	ENST00000359621.29343	PM
PROJECTION	ENST00000381765.18	I
PROJECTION	ENST00000299166.7	I
PROJECTION	ENST00000644766.2	I
PROJECTION	ENST00000530044.17	I
PROJECTION	ENST00000361866.33	I
PROJECTION	ENST00000343380.30	I
PROJECTION	ENST00000298537.10	I
PROJECTION	ENST00000441248.2	I
PROJECTION	ENST00000548263.22	I
PROJECTION	ENST00000355526.48	I
PROJECTION	ENST00000251376.51611	UL
PROJECTION	ENST00000399736.6024	I
PROJECTION	ENST00000380636.2	I
PROJECTION	ENST00000617200.5	I
PROJECTION	ENST00000361589.3	I
PROJECTION	ENST00000675585.56	I
PROJECTION	ENST00000397238.8	PI
PROJECTION	ENST00000392544.20	I
PROJECTION	ENST00000564241.23	I
PROJECTION	ENST00000333305.41	I
PROJECTION	ENST00000612432.7981	L
PROJECTION	ENST00000521613.48	I
PROJECTION	ENST00000433496.26022	L
PROJECTION	ENST00000348502.2	I
PROJECTION	ENST00000450241.266779	L
PROJECTION	ENST00000674484.9	I
PROJECTION	ENST00000380872.49	M
PROJECTION	ENST00000255858.63	I
PROJECTION	ENST00000269945.100	I
PROJECTION	ENST00000398246.42	I
PROJECTION	ENST00000477522.79	I
PROJECTION	ENST00000284637.46	I
PROJECTION	ENST00000222214.61	I
PROJECTION	ENST00000486715.3	I
PROJECTION	ENST00000645028.16	I
PROJECTION	ENST00000429604.1537	M
PROJECTION	ENST00000353487.58	I
PROJECTION	ENST00000355716.1	UL
PROJECTION	ENST00000312026.157433	PM
PROJECTION	ENST00000449726.8	I
PROJECTION	ENST00000338957.2	I
PROJECTION	ENST00000399635.121	I
PROJECTION	ENST00000369802.1	I
PROJECTION	ENST00000316316.26	I
PROJECTION	ENST00000481909.7	I
PROJECTION	ENST00000320330.167	I
PROJECTION	ENST00000425570.8939	M
PROJECTION	ENST00000486111.3	I
PROJECTION	ENST00000559420.45	I
PROJECTION	ENST00000317178.12602	M
PROJECTION	ENST00000314531.61	I
PROJECTION	ENST00000269812.61	I
PROJECTION	ENST00000355784.817	I
PROJECTION	ENST00000369951.2355	PI
PROJECTION	ENST00000375787.6	I
PROJECTION	ENST00000370187.7	I
PROJECTION	ENST00000271836.36	I
PROJECTION	ENST00000249014.51	I
PROJECTION	ENST00000317479.67	I
PROJECTION	ENST00000381249.18	I
PROJECTION	ENST00000666973.115	I
PROJECTION	ENST00000396060.45	I
PROJECTION	ENST00000394838.1	I
PROJECTION	ENST00000265565.19	I
PROJECTION	ENST00000507874.3963	PM
PROJECTION	ENST00000673806.31	L
PROJECTION	ENST00000329797.13	I
PROJECTION	ENST00000341695.15	I
PROJECTION	ENST00000324965.6	I
PROJECTION	ENST00000522566.5	I
PROJECTION	ENST00000595830.2831	L
PROJECTION	ENST00000340940.8	I
PROJECTION	ENST00000407464.381	I
PROJECTION	ENST00000396154.69688	L
PROJECTION	ENST00000291906.10	I
PROJECTION	ENST00000616958.221601	M
PROJECTION	ENST00000597850.21027	L
PROJECTION	ENST00000405044.92814	PI
PROJECTION	ENST00000540955.19	I
PROJECTION	ENST00000215862.63	I
PROJECTION	ENST00000360028.2	UL
PROJECTION	ENST00000373764.10	I
PROJECTION	ENST00000511647.15	I
PROJECTION	ENST00000360700.2	I
PROJECTION	ENST00000634654.45	I
PROJECTION	ENST00000454158.11	I
PROJECTION	ENST00000260010.46	I
PROJECTION	ENST00000415986.4606	M
PROJECTION	ENST00000513881.55	I
PROJECTION	ENST00000369780.7	I
PROJECTION	ENST00000285871.32	PI
PROJECTION	ENST00000599935.100	UL
PROJECTION	ENST00000357936.70	I
PROJECTION	ENST00000623368.96	I
PROJECTION	ENST00000369864.1	I
PROJECTION	ENST00000281268.17	I
PROJECTION	ENST00000672097.2	I
PROJECTION	ENST00000472186.2385	PM
PROJECTION	ENST00000259915.6	I
PROJECTION	ENST00000409872.20	I
PROJECTION	ENST00000276201.2	I
PROJECTION	ENST00000524625.62	I
PROJECTION	ENST00000395344.62	I
PROJECTION	ENST00000565263.23	I
PROJECTION	ENST00000527598.27	I
PROJECTION	ENST00000605057.13	I
PROJECTION	ENST00000337537.13	I
PROJECTION	ENST00000396400.22	L
PROJECTION	ENST00000381808.35	I
PROJECTION	ENST00000546254.22	L
PROJECTION	ENST00000367615.66	I
PROJECTION	ENST00000219235.23	I
PROJECTION	ENST00000614032.19	I
PROJECTION	ENST00000380041.2	PI
PROJECTION	ENST00000559878.38	I
PROJECTION	ENST00000397872.63	I
PROJECTION	ENST00000353546.30	I
PROJECTION	ENST00000327490.24	I
PROJECTION	ENST00000394258.53	I
PROJECTION	ENST00000392035.48	I
PROJECTION	ENST00000511190.2	M
PROJECTION	ENST00000404103.18	I
PROJECTION	ENST00000371947.350	PI
PROJECTION	ENST00000449283.160659	UL
PROJECTION	ENST00000535183.36	I
